"cod_master","jan_prod","jan_freq","fev_prod","fev_freq","mar_prod","mar_freq","abr_prod","abr_freq","mai_prod","mai_freq","jun_prod","jul_freq","jul_prod"
"11956",,0,,0,,0,,0,1857.06,6,631.96,3,1265.47
"11957",4154.87,13,1464.78,4,4712.87,20,8260.50,30,4238.49,18,4231.08,21,9216.22
"11959",10348.28,83,13659.69,96,22629.82,147,14834.78,143,21514.03,157,25516.89,188,13013.83
"11960",1080.75,5,4376.47,8,830.97,4,1480.27,5,1120.72,3,1842.32,4,7249.50
"11965",,0,,0,358.01,2,348.22,3,205.08,2,87.28,1,
"11966",,0,,0,,0,208.16,1,,0,,0,218.64
"11968",3888.56,6,6467.63,10,8551.39,31,10997.70,34,7522.64,19,5389.10,21,4854.75
"11969",,0,,0,,0,,0,797.52,3,359.39,3,121.45
"11970",807.82,6,,0,,0,,0,,0,,0,
"11971",,0,58.86,1,264.71,2,,0,45.45,1,,0,
"11974",150.67,1,275.96,3,3052.46,9,1461.65,10,318.96,3,,0,
"11978",,0,600.90,1,525.45,3,1948.76,4,2950.27,3,1256.36,7,1052.48
"11979",4859.92,17,2047.90,15,826.59,6,596.35,4,,0,,0,
"11980",,0,,0,732.63,5,527.50,1,445.66,3,851.36,3,
"11982",222.14,2,16937.56,130,71896.10,512,6744.62,29,16261.79,105,2689.75,21,17323.10
"11984",,0,,0,269.91,1,,0,,0,,0,
"11985",,0,8937.81,15,3393.70,14,6325.40,14,1152.18,8,2481.33,13,1497.32
"11990",,0,,0,155.91,1,151.51,1,275.77,2,217.92,1,11931.32
"11992",,0,6016.62,19,8378.90,46,13206.61,48,30101.49,70,35270.41,90,23892.21
"11993",,0,111.12,1,412.36,1,1464.08,9,420.55,3,328.59,2,314.64
"11995",,0,116.71,1,76.81,1,129.22,1,,0,,0,
"11997",,0,,0,,0,9411.47,4,,0,767.30,2,442.82
"12003",,0,176.27,1,,0,,0,,0,,0,
"12005",,0,94.59,1,2238.16,3,,0,,0,,0,
"12007",,0,,0,5851.93,20,188.01,1,,0,5641.16,9,
"12008",,0,323.59,2,1352.91,7,549.23,6,,0,,0,
"12011",,0,,0,2327.48,7,286.14,5,,0,,0,
"12013",,0,2143.67,2,,0,,0,,0,,0,
"12014",,0,14205.69,44,225.21,1,15617.43,85,12098.90,79,710.66,6,14595.85
"12016",,0,107.59,1,973.03,4,1161.38,5,860.74,2,,0,120.88
"12017",,0,29857.47,207,10353.81,73,,0,31659.10,202,50282.59,271,102341.44
"12018",,0,1574.28,13,2910.51,21,5220.18,27,1277.39,11,3357.24,22,5553.90
"12019",,0,,0,11167.41,85,13177.92,99,2632.21,27,62415.71,459,78440.65
"12021",,0,,0,,0,,0,,0,2970.83,11,1902.37
"12022",,0,1088.37,1,,0,974.63,1,409.32,1,1963.98,1,
"12023",,0,336.74,1,,0,477.89,4,277.87,2,339.55,2,120.66
"12024",,0,,0,6988.77,42,10031.96,77,14013.01,93,9335.34,72,12867.56
"12025",,0,4600.87,32,15593.58,80,17203.93,71,13624.25,57,13999.95,62,16271.00
"12026",,0,,0,31609.84,190,20375.57,148,14147.90,109,13920.39,107,18010.32
"12030",,0,237.66,1,13974.58,17,9723.62,20,2772.27,12,2565.15,10,10714.47
"12035",,0,3352.02,18,8423.94,35,6208.08,27,1386.89,8,2367.18,7,7440.80
"12037",,0,,0,,0,793.48,6,,0,,0,
"12038",,0,723.38,5,2741.29,11,1077.95,7,3088.86,9,8426.27,13,891.66
"12040",,0,,0,183.64,1,,0,,0,,0,
"12041",,0,1085.35,5,440.26,3,466.58,2,458.42,4,1263.21,5,1517.60
"12042",,0,6179.55,35,9916.25,55,10734.23,64,5767.48,36,10696.01,56,10250.49
"12045",,0,713.15,1,653.40,5,2101.98,7,239.38,2,1180.82,5,235.60
"12047",,0,5221.36,7,44625.46,82,19832.41,117,30527.85,104,37426.68,121,26424.50
"12048",,0,387.36,2,132.65,1,352.63,2,,0,,0,
"12049",,0,10856.83,68,16035.61,116,14398.94,112,9364.83,66,5567.70,39,12205.87
"12050",,0,18222.44,58,16806.24,108,23909.15,101,12418.63,82,16920.56,99,18112.47
"12052",,0,,0,970.08,4,12334.61,36,27290.00,41,9294.19,18,4970.20
"12055",,0,955.72,1,,0,,0,,0,,0,
"12056",,0,2926.87,3,34241.42,50,23028.16,39,15344.16,43,19021.27,53,19546.85
"12060",,0,3217.94,2,25790.08,5,121.20,1,,0,,0,663.05
"12061",,0,,0,7769.21,50,1224.94,8,341.46,1,253.42,1,1031.31
"12066",,0,,0,8343.48,39,6681.26,39,6287.95,38,6489.79,43,3279.76
"12067",,0,397.92,3,2685.90,12,2391.24,14,1255.75,8,1653.21,10,1246.26
"12068",,0,4164.18,4,347.77,1,120.61,1,478.70,1,929.79,4,
"12069",,0,8377.41,51,22056.28,124,15222.43,103,24654.99,140,21686.56,149,34267.08
"12072",,0,2583.98,8,11255.06,30,20989.52,50,14515.38,33,14638.84,65,25449.65
"12073",,0,617.89,4,4102.41,9,2779.86,7,721.40,3,,0,
"12077",,0,256.79,4,1082.71,11,501.43,5,,0,,0,
"12078",,0,1140.73,10,1442.17,15,,0,,0,,0,
"12081",,0,,0,,0,,0,,0,,0,1427.45
"12087",,0,,0,,0,,0,103.83,1,,0,5455.64
"12088",,0,,0,7358.13,27,9236.89,27,9222.48,25,16197.49,42,10569.57
"12090",,0,,0,8431.18,12,2192.79,6,1617.33,2,3820.43,2,410.17
"12093",,0,,0,,0,3352.01,8,5030.37,4,694.02,3,3198.48
"12094",,0,,0,84.66,1,,0,,0,,0,
"12097",,0,,0,1518.99,1,575.03,2,1796.76,5,2353.97,7,1550.25
"12098",,0,,0,2889.23,4,759.59,1,110.78,1,2992.65,4,2751.29
"12099",,0,,0,,0,159.34,1,,0,,0,
"12102",,0,,0,15419.34,78,28069.87,96,13375.37,87,9759.66,57,4876.66
"12103",,0,,0,,0,1026.37,3,2142.02,11,1493.31,9,519.35
"12105",,0,,0,,0,,0,152.55,1,,0,
"12106",,0,,0,184.12,2,1640.54,9,726.76,6,2743.95,14,1020.37
"12107",,0,,0,,0,,0,,0,120.73,1,609.36
"12109",,0,,0,571.98,3,2054.29,11,3296.12,14,5432.09,9,3717.88
"12110",,0,,0,1450.33,8,344.30,4,246.60,2,1451.75,6,2325.27
"12112",,0,,0,1758.16,5,730.16,2,376.04,2,1571.65,7,536.28
"12113",,0,,0,11542.82,52,11349.58,52,12446.31,43,15205.14,52,15964.56
"12114",,0,,0,,0,9519.82,52,15504.95,49,12879.21,45,16985.62
"12119",,0,,0,,0,,0,,0,7478.40,3,302.66
"12121",,0,,0,42411.71,244,46252.57,241,58604.52,297,64613.59,310,78817.61
"12124",,0,,0,2949.39,8,1751.31,8,7805.41,12,9982.57,14,2299.58
"12126",,0,,0,,0,721.38,8,,0,,0,
"12128",,0,,0,1793.06,18,47.41,1,490.18,4,1588.23,16,2319.00
"12129",,0,,0,125.95,1,,0,,0,,0,
"12130",,0,,0,7983.33,45,7062.72,31,3911.29,18,957.76,7,856.01
"12131",,0,,0,10456.55,15,4140.38,6,5095.04,2,175.65,2,641.32
"12132",,0,,0,58.59,1,,0,,0,,0,
"12133",,0,,0,388.24,2,,0,,0,,0,
"12135",,0,,0,1636.21,3,,0,1262.38,4,962.92,1,
"12139",,0,,0,,0,,0,4028.16,25,15272.41,99,15730.50
"12140",,0,,0,383.83,1,763.93,4,330.00,2,1642.16,6,1503.71
"12142",,0,,0,728.75,3,7071.04,14,4072.05,10,2177.08,10,2769.89
"12143",,0,,0,,0,9769.12,41,59651.72,147,16521.57,124,26564.14
"12144",,0,,0,376.60,2,447.74,2,,0,,0,
"12145",,0,,0,762.00,2,2057.94,9,4726.43,14,5440.11,33,8792.44
"12146",,0,,0,478.02,4,871.91,8,,0,,0,
"12148",,0,,0,1071.95,5,2964.33,25,4482.91,26,1123.32,4,
"12149",,0,,0,203.79,1,936.77,2,102.54,1,,0,196.57
"12152",,0,,0,135.58,1,2761.41,3,449.20,3,86.25,1,
"12153",,0,,0,1855.18,16,7775.23,49,6353.40,34,8233.43,42,8568.91
"12155",,0,,0,5573.25,10,2105.78,12,1379.02,7,2558.55,3,204.30
"12156",,0,,0,161.43,1,,0,116.11,1,445.36,3,875.18
"12160",,0,,0,1269.96,6,1118.17,7,,0,,0,
"12162",,0,,0,,0,557.12,2,,0,195.26,1,317.53
"12163",,0,,0,,0,,0,1827.39,4,,0,
"12165",,0,,0,467.79,1,,0,,0,,0,
"12167",,0,,0,,0,7542.97,5,216.64,1,549.48,3,2064.21
"12168",,0,,0,270.39,1,,0,512.47,1,,0,
"12171",,0,,0,,0,,0,743.60,2,321.44,2,285.17
"12172",,0,,0,,0,679.08,3,,0,972.04,5,1772.51
"12174",,0,,0,,0,9181.37,73,12974.53,95,11562.20,86,17505.19
"12175",,0,,0,,0,31049.08,212,14199.41,95,20838.86,149,28191.49
"12176",,0,,0,,0,228.18,1,446.11,3,602.62,4,561.79
"12177",,0,,0,,0,,0,2225.88,13,2149.31,15,3822.15
"12178",,0,,0,,0,429.31,1,134.28,1,,0,
"12180",,0,,0,,0,350.68,1,149.65,1,184.05,1,250.31
"12181",,0,,0,,0,2126.27,11,1040.62,8,1657.31,12,2045.48
"12182",,0,,0,,0,9922.57,26,9513.82,26,4531.53,16,2677.94
"12183",,0,,0,,0,7101.41,43,1189.75,5,149.78,2,
"12186",,0,,0,,0,33005.75,144,167.07,2,14061.85,68,2986.21
"12188",,0,,0,,0,,0,315.02,1,,0,
"12189",,0,,0,,0,4336.90,1,1284.37,1,3137.89,1,518.42
"12190",,0,,0,,0,42.78,1,,0,,0,
"12191",,0,,0,,0,75.91,1,737.37,2,177.63,1,2356.76
"12193",,0,,0,,0,445.16,2,2820.78,18,5524.73,29,5581.08
"12194",,0,,0,,0,11269.83,58,15413.56,64,11080.90,71,8881.52
"12195",,0,,0,,0,1073.23,9,169.49,1,4798.84,21,7368.76
"12199",,0,,0,,0,9715.64,80,6251.25,53,15216.06,146,21823.75
"12200",,0,,0,,0,957.35,1,,0,,0,
"12206",,0,,0,,0,2473.12,12,3661.91,16,2682.74,17,3311.97
"12207",,0,,0,,0,,0,,0,8530.75,10,10359.17
"12208",,0,,0,,0,,0,2905.34,9,214.42,2,6521.20
"12212",,0,,0,,0,313.87,1,251.31,1,,0,
"12213",,0,,0,,0,469.65,3,,0,,0,
"12215",,0,,0,,0,,0,,0,188.90,1,
"12216",,0,,0,,0,1192.69,9,,0,,0,
"12221",,0,,0,,0,,0,144.34,1,280.93,1,1313.05
"12222",,0,,0,,0,,0,2048.10,16,3834.91,27,4424.31
"12224",,0,,0,,0,282.58,1,,0,,0,1598.58
"12226",,0,,0,,0,,0,6374.92,36,3218.12,21,182.46
"12227",,0,,0,,0,,0,,0,9898.27,8,9685.24
"12228",,0,,0,,0,,0,196.76,1,170.04,1,127.67
"12229",,0,,0,,0,1362.64,3,8281.88,16,30944.45,37,16996.94
"12233",,0,,0,,0,,0,847.35,6,989.74,5,1719.67
"12234",,0,,0,,0,,0,,0,245.80,1,262.41
"12236",,0,,0,,0,,0,,0,,0,2104.04
"12237",,0,,0,,0,,0,6616.55,12,,0,
"12238",,0,,0,,0,,0,,0,,0,246.03
"12241",,0,,0,,0,,0,3596.10,13,476.55,3,2818.36
"12245",,0,,0,,0,,0,3886.59,21,2707.54,16,3586.35
"12246",,0,,0,,0,,0,5645.69,5,2481.47,4,1897.86
"12247",,0,,0,,0,,0,,0,18012.39,52,13945.12
"12248",,0,,0,,0,,0,,0,,0,2046.55
"12249",,0,,0,,0,,0,582.22,6,9130.61,16,688.83
"12254",,0,,0,,0,,0,857.13,2,,0,
"12255",,0,,0,,0,,0,98.86,1,,0,
"12258",,0,,0,,0,,0,3273.83,17,7595.58,14,14018.88
"12263",,0,,0,,0,,0,14779.12,34,5195.21,30,6233.43
"12266",,0,,0,,0,,0,,0,293.52,2,176.54
"12269",,0,,0,,0,,0,216.72,1,,0,
"12270",,0,,0,,0,,0,4044.37,14,1994.27,7,2954.68
"12272",,0,,0,,0,,0,115.31,1,,0,
"12273",,0,,0,,0,,0,194.11,1,,0,
"12275",,0,,0,,0,,0,,0,,0,7769.27
"12276",,0,,0,,0,,0,714.13,5,4632.09,29,6963.07
"12277",,0,,0,,0,,0,664.15,4,696.09,4,3662.57
"12284",,0,,0,,0,,0,990.84,5,1581.10,10,554.83
"12286",,0,,0,,0,,0,,0,181.57,1,4919.79
"12288",,0,,0,,0,,0,182.98,3,148.83,3,
"12290",,0,,0,,0,,0,,0,11325.06,63,19185.71
"12292",,0,,0,,0,,0,181.88,1,,0,56.43
"12294",,0,,0,,0,,0,,0,8340.43,40,13602.15
"12296",,0,,0,,0,,0,,0,1259.16,6,2834.70
"12297",,0,,0,,0,,0,,0,6011.26,15,2714.94
"12298",,0,,0,,0,,0,,0,2990.57,7,1344.58
"12302",,0,,0,,0,,0,,0,,0,331.78
"12304",,0,,0,,0,,0,,0,1439.33,9,3582.26
"12305",,0,,0,,0,,0,,0,59230.55,353,64088.00
"12307",,0,,0,,0,,0,,0,,0,64.37
"12312",,0,,0,,0,,0,,0,14232.91,65,18408.97
"12313",,0,,0,,0,,0,,0,,0,13642.80
"12315",,0,,0,,0,,0,,0,10988.92,46,10906.57
"12316",,0,,0,,0,,0,,0,8106.54,21,6905.01
"12318",,0,,0,,0,,0,,0,12779.01,82,46418.41
"12320",,0,,0,,0,,0,,0,3336.12,12,9493.66
"12321",,0,,0,,0,,0,,0,130.62,1,15754.59
"12322",,0,,0,,0,,0,,0,1445.94,6,3809.55
"12323",,0,,0,,0,,0,,0,1313.09,1,
"12324",,0,,0,,0,,0,,0,553.96,4,837.47
"12325",,0,,0,,0,,0,,0,9750.63,66,30157.20
"12328",,0,,0,,0,,0,,0,,0,7858.90
"12331",,0,,0,,0,,0,,0,4920.00,39,5145.46
"12333",,0,,0,,0,,0,,0,488.68,3,596.94
"12334",,0,,0,,0,,0,,0,9036.66,44,5700.48
"12337",,0,,0,,0,,0,,0,1183.01,10,1757.92
"12339",,0,,0,,0,,0,,0,8045.51,51,7555.66
"12340",,0,,0,,0,,0,,0,352.84,3,299.54
"12341",,0,,0,,0,,0,,0,,0,112.35
"12343",,0,,0,,0,,0,,0,8451.94,29,2282.16
"12348",,0,,0,,0,,0,,0,1326.54,1,50.02
"12350",,0,,0,,0,,0,,0,1409.40,1,
"12352",,0,,0,,0,,0,,0,15928.42,47,13820.10
"12353",,0,,0,,0,,0,,0,3169.03,12,12540.75
"12354",,0,,0,,0,,0,,0,2747.10,1,
"12356",,0,,0,,0,,0,,0,301.39,3,
"12357",,0,,0,,0,,0,,0,184.99,2,
"12363",,0,,0,,0,,0,,0,,0,12049.65
"12368",,0,,0,,0,,0,,0,,0,452.48
"12371",,0,,0,,0,,0,,0,1346.79,6,10389.12
"12374",,0,,0,,0,,0,,0,,0,11442.25
"12375",,0,,0,,0,,0,,0,,0,138.15
"12379",,0,,0,,0,,0,,0,,0,813.05
"12381",,0,,0,,0,,0,,0,,0,273.65
"12387",,0,,0,,0,,0,,0,,0,7887.11
"12388",,0,,0,,0,,0,,0,,0,8031.16
"12391",,0,,0,,0,,0,,0,,0,61254.04
"12392",,0,,0,,0,,0,,0,,0,4230.95
"12393",,0,,0,,0,,0,,0,,0,130.27
"12398",,0,,0,,0,,0,,0,,0,7129.79
"12400",,0,,0,,0,,0,,0,,0,103.46
"12403",,0,,0,,0,,0,,0,,0,1943.09
"12407",,0,,0,,0,,0,,0,,0,793.11
"12408",,0,,0,,0,,0,,0,,0,1062.73
"12413",,0,,0,,0,,0,,0,,0,16605.12
"12417",,0,,0,,0,,0,,0,,0,865.64
"12420",,0,,0,,0,,0,,0,,0,232.56
"12421",,0,,0,,0,,0,,0,,0,325.44
"12429",,0,,0,,0,,0,,0,,0,694.08
"12430",,0,,0,,0,,0,,0,,0,773.47
"12432",,0,,0,,0,,0,,0,,0,364.14
"12434",,0,,0,,0,,0,,0,,0,1693.21
"12436",,0,,0,,0,,0,,0,,0,2980.48
"12437",,0,,0,,0,,0,,0,,0,8670.61
"12440",,0,,0,,0,,0,,0,,0,1971.47
"12445",,0,,0,,0,,0,,0,,0,941.78
"12446",,0,,0,,0,,0,,0,,0,313.77
"7000",14046.73,45,7390.65,36,11625.83,45,10139.80,50,19268.45,39,26153.97,38,5029.67
"7001",39669.21,217,17143.09,118,40690.02,269,37487.17,209,36288.35,212,34423.95,203,29918.91
"7004",,0,188.07,1,195.40,1,192.70,1,,0,,0,
"7006",2927.79,11,706.51,4,19203.99,10,3206.40,14,772.06,4,4027.51,13,5437.42
"7012",201510.44,842,87208.75,369,159161.57,789,150990.23,859,122439.50,555,131300.96,681,149091.37
"7013",9581.44,19,3492.30,8,2335.83,9,8185.15,15,2881.40,13,4127.42,19,5280.93
"7015",257.53,2,547.20,1,2058.84,6,1466.42,4,487.35,2,1626.90,5,1663.61
"7016",15235.45,57,9407.26,41,12902.58,54,16983.22,61,15169.60,63,13207.36,58,12437.57
"7025",29084.73,52,13966.24,27,22355.76,53,12731.96,38,26517.45,43,9599.69,33,8280.27
"7032",154296.62,577,80077.90,347,170349.22,716,86962.41,452,71913.63,346,81863.66,394,112017.90
"7039",2479.04,7,262.31,2,563.85,2,,0,133.63,1,320.30,1,
"7059",935.73,7,625.70,6,685.72,6,1304.95,10,1681.00,13,1546.89,11,2882.21
"7061",431.14,4,786.76,5,1000.82,4,,0,,0,,0,
"7088",,0,,0,,0,388.41,1,3509.62,2,,0,
"7111",48791.97,125,22531.76,55,57347.18,123,47539.74,114,41116.15,82,47841.35,112,38541.07
"7112",,0,,0,493.23,1,,0,,0,,0,
"7118",,0,,0,,0,,0,,0,,0,1509.23
"7129",10959.25,14,821.61,8,1389.07,9,1459.53,11,1344.67,11,997.39,9,1929.78
"7130",6308.65,32,3697.60,23,6764.61,40,4539.49,32,6747.50,40,4045.24,23,5272.12
"7134",995.30,7,3330.98,8,1645.39,4,1192.83,6,157.83,1,432.98,3,
"7142",120.55,1,188.87,1,,0,,0,,0,,0,
"7148",,0,,0,,0,282.19,1,,0,,0,
"7161",1214.48,2,377.93,1,404.70,3,663.13,4,,0,152.20,1,276.28
"7186",3860.81,9,295.92,1,2029.16,9,1152.16,6,5009.11,9,688.48,5,199.76
"7193",1672.11,5,,0,1290.48,4,372.62,2,211.53,1,1161.25,2,312.89
"7195",653.88,2,392.35,2,378.13,3,160.31,1,334.45,2,2108.29,2,121.99
"7202",611.35,1,,0,200.52,1,,0,,0,,0,
"7203",1425.55,2,118.97,1,466.07,2,755.96,3,,0,,0,
"7204",,0,125.62,1,1577.88,1,,0,135.63,1,,0,
"7213",165.62,1,4790.28,2,,0,,0,126.14,1,,0,2742.62
"7229",9694.93,43,1770.10,10,2669.17,16,2530.17,14,,0,1943.94,12,4186.70
"7250",298.03,1,,0,,0,197.37,2,,0,,0,
"7253",1619.41,8,137.14,1,1213.64,9,2435.92,10,525.91,4,834.36,3,270.91
"7262",39700.73,113,19384.50,77,20892.53,119,14215.83,90,16835.17,93,19799.17,107,16940.63
"7263",518.72,3,,0,301.83,1,113.62,1,173.24,1,109.23,1,408.65
"7264",2746.06,2,,0,,0,,0,,0,,0,
"7266",12073.07,55,3885.30,19,5926.07,22,14208.71,48,7165.41,23,16961.06,37,9765.99
"7277",204.77,1,297.14,2,,0,,0,,0,,0,768.26
"7280",,0,,0,4886.22,2,1079.81,2,,0,1273.70,6,176.09
"7281",,0,,0,72.18,1,116.35,1,121.73,1,358.93,2,
"7286",601.78,2,,0,,0,,0,,0,,0,
"7288",237.87,1,1737.21,2,940.21,4,1374.57,6,719.37,3,312.82,2,
"7290",9307.68,36,3649.19,14,8468.36,41,4612.95,30,4335.65,25,7160.78,35,4153.43
"7298",7869.51,28,2814.62,16,11234.17,26,6458.53,21,4565.42,22,4023.49,18,6412.58
"7301",467.56,1,394.11,1,,0,,0,,0,,0,
"7302",39955.19,135,28783.25,111,39530.06,178,43034.02,175,27309.03,136,54825.81,176,40618.85
"7306",10845.23,55,6779.45,35,7372.86,49,7103.87,44,7221.30,47,5088.67,36,5873.78
"7308",28664.21,95,10867.46,41,19704.13,80,24216.64,102,28039.23,114,22397.86,98,27434.63
"7309",4993.74,7,13124.64,7,9383.70,13,15520.26,17,5862.85,9,2548.86,10,6770.21
"7310",16844.28,36,12942.76,29,23210.52,40,15184.55,37,26485.36,31,16333.10,35,7404.15
"7311",6883.45,21,1605.87,5,3312.20,8,13534.16,13,2234.12,6,5158.43,12,3152.10
"7313",69619.93,153,20248.04,74,35452.17,134,35348.60,156,37696.79,134,32718.71,152,34056.31
"7317",914.03,6,2588.22,8,1453.22,9,1465.81,6,356.03,3,558.96,3,1539.37
"7319",2531.66,10,2756.88,8,6298.63,10,6840.89,13,4225.50,10,4064.55,12,3965.49
"7325",9882.17,9,16805.56,9,19448.31,19,9176.63,10,2369.79,4,4212.20,7,7582.60
"7326",7357.68,12,3896.34,5,1748.53,11,1156.39,4,627.83,4,2349.59,7,572.35
"7327",1963.89,5,263.88,2,2831.95,7,128.18,1,3714.26,5,1017.32,5,1434.19
"7329",1761.65,1,,0,,0,5991.79,2,6544.63,2,,0,8578.98
"7333",108226.67,717,107189.79,858,171438.63,1298,89647.93,787,110579.51,861,139122.53,1055,149168.86
"7335",20776.77,92,5165.54,30,12323.08,76,6807.96,53,5815.71,44,3291.75,27,2519.93
"7337",4377.63,17,1503.43,4,5125.83,18,9935.95,15,2411.23,7,9881.60,15,2894.05
"7344",278.47,1,,0,,0,,0,,0,,0,
"7347",,0,,0,5118.63,3,1428.72,4,,0,,0,847.80
"7348",1602.27,1,2781.11,1,674.44,1,,0,,0,215.25,1,
"7349",,0,,0,,0,195.80,2,300.32,3,242.47,2,308.39
"7357",31267.18,62,24766.52,38,27226.92,67,22768.98,78,10150.80,58,27612.80,82,12557.92
"7360",,0,158.86,1,332.23,3,91.55,1,102.69,1,55.70,1,
"7362",11842.48,24,2416.46,17,6490.48,21,1543.28,12,1390.71,10,2175.41,15,8166.39
"7364",24317.62,87,9265.03,31,18774.86,103,22112.65,112,18846.09,99,17057.13,84,12366.29
"7367",33767.09,136,16240.89,103,27925.35,184,6707.10,64,3117.70,25,2868.72,27,1665.40
"7373",7457.16,39,2277.35,15,4969.75,29,11482.69,67,6596.56,43,5867.45,28,5773.88
"7387",2783.16,7,147.70,1,1982.21,5,1639.85,5,,0,539.12,1,
"7389",4143.26,14,466.20,3,5537.18,13,2117.70,8,4098.72,17,2415.30,10,5422.21
"7394",593.67,2,2003.74,3,1266.76,1,7916.29,2,,0,,0,1085.17
"7398",3313.76,8,2406.39,6,2187.24,11,1660.41,10,958.86,6,1500.31,7,2916.38
"7400",1294.14,3,,0,,0,,0,,0,,0,820.04
"7405",8468.62,32,,0,,0,,0,335.53,1,1704.79,1,12605.10
"7410",,0,475.84,1,,0,,0,,0,,0,
"7413",5050.12,10,2718.70,7,2191.70,4,5133.27,8,381.53,2,673.63,3,2985.04
"7422",2536.97,7,804.82,1,4344.94,16,3559.87,16,1990.43,6,2202.65,8,626.24
"7424",1579.95,9,10197.98,51,12708.68,79,13557.87,83,1560.20,10,217.67,2,47.89
