"cod_master","jan_prod","jan_freq","fev_prod","fev_freq","mar_prod","mar_freq","abr_prod","abr_freq","mai_prod","mai_freq","jun_prod","jul_freq","jul_prod"
"7428",1206.99,9,,0,732.90,7,1617.81,3,13436.87,18,1854.09,9,553.39
"7433",321.30,1,,0,,0,,0,1405.68,2,,0,
"7436",,0,140.88,2,270.63,4,227.90,3,67.94,1,84.50,1,3293.54
"7439",64473.54,166,18160.21,75,45639.78,178,7546.07,47,20963.71,49,12542.40,33,4910.23
"7448",1553.69,1,742.31,3,,0,924.41,1,1433.93,1,,0,
"7449",3287.33,5,878.67,4,147.26,1,1685.22,5,102.25,1,2065.62,2,5506.88
"7452",5098.59,13,2749.36,16,3283.25,12,6315.64,10,2828.34,4,973.38,3,3524.48
"7453",4361.26,12,509.41,5,2308.17,12,1814.71,10,2078.47,5,886.60,1,1606.83
"7454",,0,2811.10,19,12419.59,63,9664.06,44,79.54,1,,0,
"7455",2511.31,9,5271.47,11,2896.21,10,1063.64,5,868.82,6,825.07,6,2485.62
"7458",,0,,0,4583.52,2,3340.73,8,1494.54,5,413.19,2,282.56
"7462",379.86,3,,0,,0,,0,96.93,1,,0,
"7481",96745.56,352,51097.46,198,95618.72,310,60751.88,342,106178.16,273,61708.58,286,49746.02
"7484",96663.42,454,51262.81,291,98586.70,558,113667.08,652,129596.57,626,123345.46,772,117634.71
"7485",6569.38,14,1930.07,8,9537.94,16,2622.45,12,1759.21,8,2504.75,9,157.87
"7490",45939.34,215,21612.60,111,36834.42,231,34276.80,193,34664.60,221,41992.44,224,37625.59
"7507",14576.11,84,10699.70,59,5726.84,42,2636.11,21,3535.36,27,4117.76,30,4270.35
"7508",,0,1514.62,2,3314.57,8,4068.39,21,4800.84,21,3626.54,15,5254.92
"7516",33885.50,149,23499.97,122,39951.63,193,25206.27,174,25442.98,155,35527.92,200,32315.59
"7517",2772.54,7,1005.80,2,331.16,3,238.80,2,759.58,3,2234.62,3,
"7520",170599.20,803,66070.00,408,112529.61,705,148860.88,748,109688.73,631,108852.74,564,90017.24
"7521",2325.37,5,305.70,1,1549.87,3,,0,865.76,3,860.37,7,329.74
"7525",1923.88,7,2166.11,4,2401.72,15,6388.70,43,2825.59,13,19740.84,26,1986.14
"7528",180.00,1,489.30,4,286.58,2,135.05,1,133.79,1,1726.31,3,132.00
"7529",13885.55,62,6261.15,43,15433.29,70,16572.33,81,12161.69,69,11004.75,63,10969.58
"7530",,0,4535.84,3,700.57,3,,0,,0,,0,
"7531",5264.49,8,2113.86,6,320.37,3,1778.04,7,949.08,5,462.09,3,1773.65
"7541",,0,,0,274.12,1,,0,,0,,0,
"7543",3295.70,23,758.17,6,1953.36,13,1641.34,12,987.75,8,727.96,7,561.32
"7544",6820.89,72,6834.31,78,9785.91,142,12422.25,181,10529.93,154,16090.63,218,10007.01
"7545",3177.19,7,1766.08,8,1560.02,8,1325.84,6,7482.55,11,2396.44,12,2051.00
"7547",,0,154.25,1,,0,,0,,0,,0,490.62
"7551",,0,161.18,1,,0,,0,,0,,0,
"7559",12603.45,46,3463.48,10,6919.18,32,3142.82,21,11181.73,41,7037.60,27,14887.34
"7560",1014742.66,4782,419630.50,2373,760340.45,4376,640394.00,3778,604165.03,3584,186120.51,1098,380615.74
"7560.01",1081632.77,4825,398127.47,2399,967718.22,5680,842280.82,5047,716843.73,4328,651280.04,4057,906472.79
"7568",491.43,1,,0,183.11,1,638.82,1,,0,137.14,1,745.94
"7569",492.47,2,271.20,1,471.98,1,2194.75,6,357.07,2,1514.81,1,2841.92
"7570",,0,223.08,1,246.01,1,99.72,1,169.25,1,,0,96.14
"7574",5879.76,18,2424.50,16,3378.58,21,8926.77,20,7770.62,22,2288.63,13,2439.39
"7575",525188.90,2185,219173.93,948,511285.02,2531,290793.46,1747,246151.49,1462,315465.70,1695,247200.42
"7579",97691.67,437,68197.20,280,31415.56,147,48989.83,223,5169.49,41,,0,
"7580",396.62,2,504.22,3,,0,,0,,0,,0,
"7588",55306.35,185,26866.90,101,68799.96,215,48009.40,228,48013.19,211,51748.58,174,61893.41
"7590",9982.72,51,6256.76,41,10849.52,67,7742.98,48,5595.41,33,4567.87,33,2682.44
"7594",,0,,0,,0,,0,563.75,1,,0,
"7596",741.26,3,1171.94,8,909.60,6,296.65,2,3958.05,4,197.81,1,1082.53
"7597",,0,,0,2733.01,7,3085.56,8,101232.71,375,51992.75,155,19400.60
"7599",4425.77,19,1560.71,8,6039.73,22,3197.65,21,3320.20,16,1495.00,12,693.20
"7603",5658.96,19,4478.34,29,2075.97,17,6381.66,44,7344.43,44,3398.67,29,5997.88
"7605",4257.20,21,4193.84,18,3147.52,24,6012.58,38,9310.18,40,7226.58,43,5064.15
"7607",8772.98,2,9407.01,4,,0,,0,,0,,0,
"7608",,0,993.53,1,3326.89,3,1051.88,1,,0,428.32,3,1788.17
"7613",91059.80,249,55179.95,128,69771.80,195,59551.92,191,54505.07,190,52249.65,233,52920.12
"7618",,0,,0,2720.83,12,8464.55,40,9448.85,47,1112.03,8,140.63
"7619",,0,,0,1524.24,1,,0,1257.42,4,118.91,1,134.29
"7621",4482.47,12,4600.90,7,4692.70,9,2723.07,10,1848.49,10,2066.70,9,4728.64
"7623",,0,,0,,0,550.81,1,,0,,0,
"7625",,0,2454.57,6,3040.87,4,781.26,4,7853.15,4,2270.29,8,1963.37
"7626",6274.26,8,976.99,7,539.81,3,643.31,5,479.91,3,781.87,4,2302.37
"7628",3243.45,9,86.84,1,963.67,4,90.50,1,1027.06,3,,0,286.36
"7629",1263.46,4,1055.91,3,,0,,0,,0,,0,
"7632",2936.77,17,4243.21,20,8033.54,42,8068.41,44,8891.36,48,13922.90,45,8427.08
"7636",3598.88,14,376.92,3,2695.38,11,3799.96,13,2731.10,13,3249.98,20,2263.22
"7637",,0,,0,1731.05,2,,0,,0,,0,383.92
"7641",5922.60,8,5036.42,5,529.34,2,918.08,2,967.14,1,3573.58,6,1133.85
"7656",3920.84,22,1762.62,11,1671.85,15,974.54,9,4296.60,18,1950.17,14,2384.01
"7659",,0,,0,314.02,1,,0,,0,,0,
"7663",36618.50,109,18264.02,75,20314.74,82,18590.24,63,68689.63,77,30769.21,68,18356.11
"7669",2565.81,12,2136.68,11,1975.52,10,2689.20,15,788.91,4,215.24,2,1819.62
"7672",1800.58,6,838.46,5,2348.32,10,869.11,5,6862.53,13,1079.88,7,896.80
"7674",2785.52,11,515.53,4,870.36,6,2937.01,7,,0,,0,
"7675",1516.71,2,,0,,0,,0,,0,,0,
"7678",1651.52,3,1357.06,10,1917.68,8,1342.50,9,771.14,4,871.78,3,
"7680",85.94,1,,0,891.66,1,959.92,1,496.79,2,611.09,1,
"7692",639.39,2,2520.58,6,257.09,1,1232.56,6,,0,,0,
"7695",20499.54,36,1974.44,15,7896.32,38,6864.47,26,9966.69,35,10894.55,30,10374.24
"7696",1547.29,4,5741.65,4,,0,342.42,1,,0,,0,
"7699",21508.48,5,5886.78,4,14592.39,12,3879.28,9,4200.45,8,10547.81,17,2893.39
"7702",195.44,1,120.30,1,,0,,0,229.03,1,,0,
"7704",15458.41,70,5427.13,22,23129.89,67,9885.06,53,7878.44,47,9909.71,46,6749.75
"7708",3721.35,16,1010.87,3,1732.92,5,866.00,4,1696.29,5,1532.48,6,1089.72
"7709",1927.24,10,2420.86,6,442.33,3,1416.55,3,522.87,3,425.25,2,511.18
"7711",,0,,0,243.79,1,893.73,2,,0,151.61,1,
"7716",827.38,2,109.42,1,855.95,4,136.91,1,955.30,8,6158.04,9,327.00
"7717",3398.78,12,1699.83,6,997.26,7,1984.20,11,1983.94,12,1905.56,10,1311.45
"7718",1383588.61,6245,1436761.80,8409,2482760.31,15492,2673092.18,16851,2652169.52,16516,1539723.71,9539,2792047.97
"7723",15717.76,38,2852.24,18,11554.91,49,9660.97,35,3331.21,17,1608.52,10,1041.71
"7724",3787.83,16,,0,,0,,0,,0,,0,
"7726",4532.66,13,979.90,6,3568.90,16,2793.94,16,6419.87,18,3504.87,15,2346.03
"7733",5022.38,11,6357.05,17,13012.05,28,3363.34,19,11626.66,17,3148.76,20,11584.27
"7737",403.89,2,,0,,0,,0,,0,,0,
"7738",4436.84,18,988.27,6,1649.00,11,,0,950.62,8,581.04,6,463.01
"7739",23109.60,72,25919.92,90,29146.19,105,21320.93,100,32989.91,100,16243.41,84,17980.39
"7742",1035.57,2,,0,159.50,1,665.47,1,,0,,0,
"7747",1115.48,4,618.23,3,971.96,4,,0,321.19,1,314.28,1,253.73
"7749",1838.07,8,614.06,5,2299.83,11,2095.82,13,840.98,6,1111.94,6,2189.08
"7750",5780.20,32,2879.46,17,5331.75,26,3923.50,30,6684.36,33,3723.51,27,3465.88
"7751",88111.74,327,33589.70,132,57507.67,368,40796.63,263,47984.12,259,42417.48,256,37562.06
"7752",14172.24,57,7238.46,43,16517.63,73,12562.88,66,12822.87,68,11489.62,61,13097.89
"7755",5260.14,14,3029.65,8,2385.67,12,3837.42,10,9173.73,16,2408.92,9,1704.07
"7760",336879.02,1352,176586.10,736,291473.13,1485,268190.44,1455,271440.16,1407,306783.09,1583,358403.68
"7760.02",707.14,2,,0,186.99,1,,0,,0,822.65,2,
"7761",923.02,4,1386.12,5,558.56,4,2883.96,5,1823.96,2,926.80,4,1469.01
"7762",1921.47,10,1322.67,9,4131.79,15,3555.89,13,1791.50,7,5537.38,13,13366.75
"7766",,0,638.77,9,565.14,7,1665.23,35,2714.08,34,114.21,2,
"7767",17295.63,67,4878.57,31,10299.17,51,14827.94,65,16176.78,49,7770.33,38,5161.27
"7778",2742.77,14,1328.44,6,7153.69,23,3744.94,18,1977.46,8,2052.26,12,1662.38
"7779",4470.22,13,1822.89,3,3472.29,7,1279.11,6,4213.74,7,1439.39,5,6842.37
"7788",8209.50,23,2508.01,12,6645.80,24,5583.17,21,1900.99,11,10974.79,20,4107.96
"7794",,0,,0,,0,,0,,0,,0,139.78
"7797",18008.73,49,13883.42,26,20298.60,63,12457.72,65,13791.94,64,15426.96,69,12656.80
"7802",5763.98,13,,0,,0,,0,,0,,0,
"7813",179.91,1,731.78,2,286.92,2,4401.08,6,365.70,3,493.79,4,1506.04
"7814",,0,,0,,0,118.02,1,,0,286.52,1,92.25
"7820",1732.20,5,649.68,4,1645.13,8,970.43,6,424.27,3,1638.40,6,6099.23
"7821",109.62,1,,0,144.81,2,,0,,0,383.43,1,
"7824",432.47,3,546.90,3,799.09,4,1742.15,8,952.10,4,442.54,2,
"7826",3779.14,3,1596.76,2,1454.26,3,2207.20,4,580.25,3,710.96,2,2005.90
"7827",31746.63,131,25511.63,145,24897.31,146,21122.69,129,23476.07,140,27100.97,148,27151.87
"7829",88.93,1,,0,,0,,0,227.95,2,1287.18,2,279.59
"7831",6716.76,26,1015.78,8,1339.34,11,1120.12,8,644.48,6,588.11,6,524.90
"7839",121840.08,467,86038.69,355,80847.28,460,84606.20,484,82892.20,455,90926.13,474,94105.68
"7842",4427.29,24,12045.65,22,1993.16,17,6552.36,24,1428.75,11,8364.13,15,1095.02
"7852",1562.12,10,501.92,4,1149.92,8,4358.20,16,1408.41,10,5646.34,18,5390.83
"7858",377.78,2,1310.25,2,463.52,4,585.79,5,1031.71,3,510.79,3,383.50
"7862",16547.52,54,19687.21,48,22962.79,50,15666.29,63,14839.24,47,14435.14,46,12956.41
"7864",497.52,3,894.49,3,16485.78,2,196.14,2,509.88,1,127.18,1,336.22
"7873",141413.64,668,54616.02,306,125729.97,733,96960.96,633,77844.23,526,79547.44,514,85120.02
"7876",2394.69,10,1543.89,5,982.78,11,795.82,7,411.15,4,1157.43,12,2073.35
"7878",64.33,1,,0,,0,,0,,0,,0,
"7883",4050.09,20,530.22,6,3477.22,8,3509.75,16,1090.02,9,217.54,4,764.78
"7885",462.21,5,124.62,1,,0,186.64,2,229.91,2,422.02,4,123.27
"7891",54.57,1,,0,1352.09,9,187.36,2,115.02,1,,0,
"7900",3590.28,5,325.73,1,641.52,2,421.36,2,,0,,0,
"7906",9935.71,39,5173.38,32,6951.47,33,3944.33,23,8108.84,24,3858.82,24,5813.09
"7914",4357.07,15,7127.31,9,2946.66,12,3510.95,11,3175.04,7,1778.48,7,1427.41
"7917",246.56,2,,0,,0,,0,,0,,0,
"7923",1966.15,2,202.96,1,7133.57,7,290.01,1,3781.90,2,,0,633.67
"7925",29771.99,94,12656.48,65,14598.94,80,12765.54,86,16508.10,93,11270.36,69,13866.78
"7929",29073.18,133,17931.67,110,35696.38,176,16152.07,106,11352.73,86,7690.95,50,5846.53
"7933",,0,,0,,0,,0,,0,,0,375.15
"7937",181605.69,452,106666.79,208,140343.89,483,136688.65,478,142597.32,433,117347.13,466,152306.30
"7954",22131.48,62,18897.45,39,8755.04,41,7733.67,51,6869.75,44,6249.90,39,9585.80
"7956",156787.33,418,95354.04,206,107082.52,363,82767.66,327,61460.99,195,51680.85,186,64019.04
"7963",1031.40,3,,0,310.34,3,200.40,2,368.98,3,585.49,4,405.56
"7967",18680.67,83,4496.71,23,8395.11,61,6221.25,42,7994.05,62,5904.25,46,5839.56
"7968",,0,,0,421.42,3,336.02,2,1351.38,5,2180.11,6,1617.29
"7975",762.98,6,799.46,5,1991.71,13,778.74,8,,0,154.92,1,127.18
"7995",11432.24,50,5530.08,34,7568.75,33,5309.77,27,6943.61,36,4863.12,31,8078.69
"7998",1020.95,6,166.30,1,,0,914.34,4,,0,,0,
"8000",,0,,0,,0,,0,,0,2140.48,4,1414.96
"8003",510.16,3,154.67,1,743.28,6,707.26,7,1386.80,8,4827.80,10,1136.20
"8012",1377.37,3,,0,315.74,1,,0,,0,,0,
"8014",1168.70,5,,0,945.40,4,478.43,2,,0,,0,
"8015",41421.65,116,11690.34,34,36505.43,97,27214.11,92,11918.92,50,27493.94,78,5046.61
"8016",70764.24,200,27750.20,80,90029.35,292,80451.32,280,60609.46,216,65549.19,261,71485.11
"8019",16931.07,56,10454.04,24,7137.05,21,12476.75,26,12343.36,31,5894.69,19,12205.91
"8023",418.91,6,,0,,0,83.87,1,343.15,4,497.73,5,105.62
"8024",23108.41,73,8119.24,38,17333.78,79,13952.63,75,6704.00,44,12448.80,72,20918.78
"8026",13439.51,82,3498.22,26,14005.26,96,15447.40,76,17776.42,96,13289.83,90,15196.74
"8027",4049.26,27,2734.73,16,6776.13,44,4776.94,33,5497.52,37,3351.84,24,1083.54
"8030",6397.57,14,1280.06,7,2585.34,11,2970.05,9,2573.71,10,1531.54,8,2021.58
"8033",9750.09,55,3940.09,23,9631.15,59,8078.98,47,2517.65,9,557.41,4,755.49
"8034",8614.60,26,5795.81,10,20397.91,20,5119.93,34,5503.03,23,5394.85,19,4070.53
"8039",,0,526.93,4,1813.46,6,310.82,3,151.45,1,570.14,2,422.37
"8040",207.72,2,2299.03,2,970.06,1,1570.00,1,683.73,1,1211.50,2,3305.61
"8045",346534.94,1579,130647.82,706,240236.94,1441,216627.96,1282,221982.64,1360,195900.31,1125,261100.65
"8052",4374.66,14,3014.66,11,9685.77,25,7881.49,24,8485.24,12,3639.59,12,6596.41
"8061",12237.52,52,31930.92,198,28954.80,233,52868.64,420,17677.36,139,25528.60,168,5842.17
"8070",58862.56,237,53467.85,158,72406.12,320,56945.24,272,39659.94,245,42561.57,235,44665.61
"8073",7636.46,38,5032.16,18,8834.49,43,4995.64,29,5395.96,23,10984.33,43,6694.96
"8076",84679.99,338,46054.92,202,107547.88,400,97211.34,413,56198.86,255,78335.00,362,88298.43
"8078",18302.25,44,2124.16,13,5579.76,28,4609.91,24,4067.53,24,8000.99,32,6915.93
"8079",,0,,0,,0,137.82,1,34.89,1,,0,
"8080",39957.19,150,14600.05,92,24912.70,142,29439.80,144,27070.01,131,31564.79,145,26571.37
"8091",932.21,3,,0,185.30,1,167.21,1,124.45,1,231.72,1,293.31
"8096",5354.29,3,102.42,1,,0,,0,1456.93,1,,0,
"8101",494986.79,2276,148248.89,809,264302.05,1574,310204.22,1839,261900.35,1607,326077.37,1904,391461.58
"8102",1213.40,6,165.26,1,3267.73,5,185.42,2,3278.37,4,951.20,4,
"8113",31198.51,165,15155.73,93,51385.13,305,41803.91,278,24518.06,143,16027.71,96,32379.26
"8114",4282.52,12,846.95,5,1364.18,10,2926.73,14,3016.65,16,6645.97,29,6345.85
"8117",13386.17,29,3662.35,12,2418.21,9,3902.65,19,1350.56,8,1023.87,4,2686.88
"8124",3641.02,12,3776.23,5,1141.65,8,4140.78,14,949.47,7,3521.08,16,1571.01
"8127",5336.28,28,2422.38,17,3798.24,19,2924.11,17,1900.86,14,2845.62,15,1807.38
"8130",8170.77,36,2571.88,11,4668.64,28,3884.13,19,4883.08,21,2980.65,19,4514.40
"8136",5440.80,28,6628.28,21,10492.87,34,9927.46,35,6359.49,26,6991.96,30,8802.70
"8150",646.34,4,317.22,3,486.45,4,253.39,2,259.51,2,467.75,3,505.33
"8171",7315.76,31,2805.25,16,5283.72,33,6401.77,36,3801.55,23,3860.99,22,11837.02
"8173",4131.13,19,5088.21,14,5085.09,18,14423.72,11,4884.49,24,9050.67,21,6799.07
"8177",1139.73,5,179.35,2,1372.25,5,430.12,4,,0,279.40,3,
"8183",19746.70,126,10893.45,73,12091.18,109,12364.50,93,8432.50,65,1199.21,6,260.78
"8184",3706.25,7,154.84,1,1848.69,12,1805.32,11,91.82,1,646.44,2,
"8191",48.65,1,392.98,2,,0,,0,285.12,1,,0,370.62
"8198",9948.35,42,11299.17,33,10503.04,40,10523.77,30,8101.89,21,4256.60,24,9324.50
"8202",13163.25,48,3314.17,22,6373.56,52,10201.52,59,10682.70,42,5514.01,31,11061.35
"8205",473.47,3,1163.99,9,911.15,7,632.89,5,528.88,5,186.18,1,787.32
"8210",2352.97,2,,0,,0,,0,,0,226.27,1,
"8211",,0,291.24,2,473.41,3,1667.76,10,3510.24,14,3777.41,16,768.93
"8214",,0,,0,538.85,2,587.08,1,,0,,0,
"8218",5912.63,8,173.54,1,1630.74,11,1223.03,4,3839.09,6,354.82,2,1739.87
"8219",3778.06,10,252.12,2,216.08,3,917.21,4,2128.19,8,1382.70,6,996.09
"8220",,0,,0,,0,,0,331.66,1,238.57,1,
"8226",579.56,2,107.21,1,678.58,5,477.71,4,,0,210.65,2,142.18
"8234",,0,,0,168.34,1,,0,,0,,0,
"8235",13555.22,15,947.27,5,2215.28,8,2410.90,10,3359.02,8,2626.22,5,4312.01
"8243",9801.39,13,422.55,3,1308.21,3,263.09,2,285.09,2,6132.46,5,9745.86
"8246",2200.28,3,,0,1129.28,5,714.32,5,1364.45,5,2052.88,9,590.67
"8247",118.16,1,,0,92.92,1,103.02,1,243.97,2,96.26,1,98.16
"8248",625.41,3,248.55,1,201.14,2,182.79,2,262.59,2,108.98,1,
"8250",534.78,3,1098.71,3,1150.39,7,16822.76,5,612.47,4,1453.59,7,1426.43
"8255",,0,1272.01,1,1990.87,2,1449.46,1,110.16,1,100.63,1,
"8262",,0,,0,109.34,1,,0,,0,,0,
"8263",32491.39,148,45971.65,201,44275.79,290,52638.70,286,57961.89,358,56286.95,363,54562.30
"8271",5511.93,19,1685.85,8,13049.01,31,4985.97,18,12068.54,33,9362.28,13,2833.65
"8273",,0,77.20,1,,0,,0,,0,,0,
"8279",153.23,1,101.43,1,,0,,0,,0,,0,
"8288",5464.13,22,5658.38,25,6742.88,19,14736.66,93,4876.33,34,10454.37,31,9089.94
"8293",54640.69,184,25634.21,102,42134.20,194,39033.32,189,30270.44,163,37528.78,178,50650.40
"8295",,0,,0,427.07,1,,0,,0,,0,1170.87
"8298",1943.83,14,1200.07,10,1731.12,12,1452.61,11,1827.51,12,2068.75,16,2185.61
"8301",2592.97,9,2403.23,13,6369.77,36,3227.52,19,2747.88,17,1560.39,10,3165.49
"8306",79325.55,354,24592.35,137,10883.04,61,,0,46535.70,282,54440.49,322,47715.18
"8311",5303.87,3,,0,,0,,0,6150.69,2,205.49,1,
"8312",20058.85,62,7573.89,32,14776.45,68,8758.07,52,6498.66,42,9843.70,59,10264.80
"8316",38643.92,117,20740.85,110,24070.11,155,33948.05,147,13870.76,91,18489.34,129,19140.20
"8341",278.45,3,285.15,1,814.62,3,422.68,3,1970.66,4,,0,497.35
"8343",,0,,0,,0,3741.19,3,,0,240.08,2,
"8344",16343.52,88,27356.94,74,25810.51,128,34602.72,196,17506.60,112,42406.60,212,24554.88
"8345",1260.39,4,2553.75,3,175.41,1,775.97,3,656.07,2,431.27,2,498.71
"8347",912.99,5,805.57,6,584.30,4,659.92,5,641.31,4,432.77,3,569.03
"8349 ",2203.69,9,405.15,4,732.23,6,620.02,5,1322.71,7,1242.37,7,902.88
"8365",929.48,2,226.29,1,1215.31,5,593.10,3,4167.41,2,202.74,1,742.08
"8366",8580.90,38,5162.41,35,12107.62,75,6897.76,50,7983.43,59,8610.16,63,8200.79
"8370",72233.07,186,43120.15,96,126375.85,211,55139.32,201,58893.28,171,64030.69,220,86661.78
"8371",3196.49,7,360.86,3,1393.33,8,3445.47,9,1249.89,7,668.43,3,1318.09
"8373",597.00,4,31.49,1,121.61,1,1423.94,3,1741.53,2,127.82,1,480.24
"8383",37943.47,76,8896.35,37,13309.05,58,13779.33,70,10451.66,38,14384.95,53,11153.20
"8394",,0,409.79,2,,0,201.13,1,111.11,1,265.12,1,
"8420",28942.15,149,16749.81,112,24038.85,181,24007.23,158,24469.09,167,26882.38,169,33606.05
"8422",8235.08,1,,0,,0,32208.63,3,635.84,1,1412.45,1,
"9001",824.39,7,2073.51,2,443.14,3,258.21,2,202.11,2,1742.13,9,121.05
D19887,39959.73,227,25942.34,185,52562.05,340,43480.19,336,,0,,0,
D28492,,0,,0,1007.68,1,,0,,0,,0,
